location,year,Artist name,Co-applicant name,Film title,Link
New York City,2010,Gabriel Winer,,The Terrors of Basket Weaving,http://cargocollective.com/gabrielwiner/The-Terrors-of-Basket-Weaving
New York City,2010,Jessica Wolfson,Paul Lovelace,Radio Unnameable,http://www.radiounnameablemovie.com/
New York City,2010,Jeremy Xido,,The Angola Project,http://www.c6films.com/ANGOLA/
New York City,2011,Angad Bhalla,,Herman’s House,http://hermanshousethefilm.com/
New York City,2011,Alice Cox,,Poisonberry,http://rustrainfilms.com/?item=pberry
New York City,2011,Enrico Cullen,,Salt in the Air,http://saltintheair.net/
New York City,2011,Jason DaSilva,,When I Walk,http://wheniwalk.com/
New York City,2011,Bart Everly,,Velvet Vision,http://www.barteverly.com/pages/film_velvet.html
New York City,2011,Yance Ford,,Strong Island,
New York City,2011,Oded Hirsch,,Nothing New,http://www.odedhirsch.com/videos/vid3.html
New York City,2011,Robin Honan,,Ain’t I A Woman,
New York City,2011,Devin Horan,,Late and Deep,http://devinhoran.carbonmade.com/projects/3259853#1
New York City,2011,Mai Iskander,,Words of Witness,http://www.wordsofwitness.com/
New York City,2011,Adam Keleman,,Long Days,http://adamkeleman.com/film_video.html
New York City,2011,Mark Kendall,,La Camioneta,http://www.lacamionetafilm.com/
New York City,2011,Alison Klayman,,Ai Weiwei: Never Sorry,http://aiweiweineversorry.com/
New York City,2011,Joshua Koury,Myles Kane,Journey to Planet X,http://journeytoplanetx.com/
New York City,2011,Penny Lane,Brian L. Frye,Our Nixon,http://www.ournixon.com/
New York City,2011,Abbey Luck,,The Observer,http://www.abbeyluck.com/film.html
New York City,2011,Xavier Marrades Orga,,Trans Time,
New York City,2011,Ruth Peyser,,I’m Here It’s Me Can You See,http://ruthpeyser.com/film/can-you-see.html
New York City,2011,Yoruba Richen,,The New Black,http://www.newblackfilm.com/
New York City,2011,Joshua Sanchez,,Four,http://www.fourthemovie.com/
New York City,2011,Carrie Schneider,,Burning House,http://carrieschneider.net/projects/burninghouse-chapas.html
New York City,2011,Jay Stern,,The Adventures of Paul and Marian,http://adventuresofpaulandmarian.com/
New York City,2011,Joshua Weinstein,,Drivers Wanted,http://www.driverswantedfilm.com/
New York City,2011,Matt Wolf,,Teenage,http://www.teenagefilm.com/
New York City,2012,Kevin T. Allen,,Real West,http://www.smallgauge.org/
New York City,2012,Andres Caballero,,El Pastor,http://www.capitalkpictures.com/elpastor.html
New York City,2012,Christina Choe,,My Axis of Evil,
New York City,2012,Maya Ciarrocchi,,Overburden,http://www.mayaciarrocchi.com/
New York City,2012,Scott Cummings,,BUFFALO JUGGALOS,http://buffalojuggalosfilm.tumblr.com/
New York City,2012,Jean-Michel Dissard,Gitte Peng,I Learn America,http://ilearnamerica.com/
New York City,2012,Blair Doroshwalther,,The Fire This Time,http://www.promisedlandfilm.com/films/the-fire-this-time-
New York City,2012,Zachary Heinzerling,,Cutie and the Boxer,http://www.cutieandtheboxer.com
New York City,2012,J.B. Herndon,,Dreamweapon,
New York City,2012,Devin Horan,,Grodek,http://devinhoran.carbonmade.com/projects/3260215#1
New York City,2012,Keith Miller,,FiveStar,http://www.keith-miller.com/
New York City,2012,Moon Molson,,"The Bravest, the Boldest",http://www.pactumfilms.com/#!thebravesttheboldest/c13ay
New York City,2012,Jeff Reichert,,Remote Area Medical,http://focusforwardfilms.com/films/37/
New York City,2012,Deb Shoval,,AWOL,
New York City,2012,Stefanie Sparks,,Cathy Coppola,http://www.cathycoppolamovie.com/
New York City,2012,Michele Stephenson,,American Promise,http://www.americanpromise.org/
New York City,2012,Christine Turner,,Homegoings,http://www.homegoings.com/
New York City,2012,Stephanie Wang-Breal,,Fighting Foster,http://www.stephaniewangbreal.com/project/fighting-foster/
New York City,2012,Sam Zalutsky,,How to Make it to the Promised Land,https://www.facebook.com/HowToMakeItToThePromisedLand
New York City,2013,Corinne Botz,,What the Doctor Said,http://www.corinnebotz.com/
New York City,2013,Aaron Brookner,,Smash the Control Machine: Howard Brookner and The Western LandsSmash the Control Machine: Howard Brookner and The Western Lands,http://www.pinballonline.moonfruit.com/
New York City,2013,Anna Fahr,,Transit Game,http://www.annafahr.com/
New York City,2013,"Sam Feder",,Kate Bornstein is a Queer and Pleasant Danger,http://samfeder.com/make-me-a-star
New York City,2013,David Figueroa,,Perfidia (Bloom),http://www.fideliofilms.com/
New York City,2013,Jennifer Grausman,Sam Cullman,Art and Craft,http://www.nonsequiturproductions.com/
New York City,2013,Adam Keleman,,Easy Living,http://adamkeleman.com/film_video.html
New York City,2013,Yuki Kokubo,,Kasamayaki,http://yukikokubo.com/kasamayaki
New York City,2013,Shona Masarin,,Ghost line,http://ghostlinesproject.tumblr.com/Film
New York City,2013,Crystal Moselle,,The Wolfpack Project,
New York City,2013,Vincent Peone,Josh Ruben,The Sea is Blue,http://vincentpeone.tumblr.com/
New York City,2013,Bent-Jorgen Perlmutt,,Against the Clock,
New York City,2013,Chris Teague,,The Woods Are Burning,http://woodsareburning.com/
New York City,2013,Jessica Walker,,366,http://366film.wordpress.com/
